,"U.S. nuclear capacity, daily (Megawatts)"
2015 1029 29,101198.4
2015 1030 30,101001.4
2015 1031 31,101198.4
2015 1101 01,101198.4
2015 1102 02,101001.4
2015 1103 03,101001.4
2015 1104 04,101001.4
2015 1105 05,101001.4
2015 1106 06,101001.4
2015 1107 07,101198.4
2015 1108 08,101198.4
2015 1109 09,101001.4
2015 1110 10,101001.4
2015 1111 11,101001.4
2015 1112 12,101001.4
2015 1113 13,101001.4
2015 1114 14,101198.4
2015 1115 15,101198.4
2015 1116 16,101001.4
2015 1117 17,101001.4
2015 1118 18,101001.4
2015 1119 19,101001.4
2015 1120 20,101001.4
2015 1121 21,101198.4
2015 1122 22,101198.4
2015 1123 23,101001.4
2015 1124 24,101001.4
2015 1125 25,101001.4
2015 1126 26,101001.4
2015 1127 27,101198.4
2015 1128 28,101198.4
2015 1129 29,101198.4
2015 1130 30,101001.4
2015 1201 01,101001.4
2015 1202 02,101001.4
2015 1203 03,101001.4
2015 1204 04,101198.4
2015 1205 05,101198.4
2015 1206 06,101198.4
2015 1207 07,101001.4
2015 1208 08,101001.4
2015 1209 09,101001.4
2015 1210 10,101001.4
2015 1211 11,101001.4
2015 1212 12,101198.4
2015 1213 13,101198.4
2015 1214 14,101001.4
2015 1215 15,101001.4
2015 1216 16,101001.4
2015 1217 17,101001.4
2015 1218 18,101001.4
2015 1219 19,101198.4
2015 1220 20,101198.4
2015 1221 21,101198.4
2015 1222 22,101001.4
2015 1223 23,101001.4
2015 1224 24,101001.4
2015 1225 25,101001.4
2015 1226 26,101198.4
2015 1227 27,101198.4
2015 1228 28,101198.4
2015 1229 29,101198.4
2015 1230 30,101198.4
2015 1231 31,101001.4
2016 0101 01,101325.2
2016 0102 02,101325.2
2016 0103 03,101325.2
2016 0104 04,101325.2
2016 0105 05,101325.2
2016 0106 06,101325.2
2016 0107 07,101325.2
2016 0108 08,101325.2
2016 0109 09,101325.2
2016 0110 10,101325.2
2016 0111 11,101325.2
2016 0112 12,101325.2
2016 0113 13,101325.2
2016 0114 14,101325.2
2016 0115 15,101325.2
2016 0116 16,101325.2
2016 0117 17,101325.2
2016 0118 18,101325.2
2016 0119 19,101325.2
2016 0120 20,101325.2
2016 0121 21,101325.2
2016 0122 22,101325.2
2016 0123 23,101325.2
2016 0124 24,101325.2
2016 0125 25,101325.2
2016 0126 26,101325.2
2016 0127 27,101325.2
2016 0128 28,101325.2
2016 0129 29,101325.2
2016 0130 30,101325.2
2016 0131 31,101325.2
2016 0201 01,101325.2
2016 0202 02,101325.2
2016 0203 03,101325.2
2016 0204 04,101325.2
2016 0205 05,101325.2
2016 0206 06,101325.2
2016 0207 07,101325.2
2016 0208 08,101325.2
2016 0209 09,101325.2
2016 0210 10,101325.2
2016 0211 11,101325.2
2016 0212 12,101325.2
2016 0213 13,101325.2
2016 0214 14,101325.2
2016 0215 15,101325.2
2016 0216 16,101325.2
2016 0217 17,101325.2
2016 0218 18,101325.2
2016 0219 19,101325.2
2016 0220 20,101325.2
2016 0221 21,101325.2
2016 0222 22,101325.2
2016 0223 23,101325.2
2016 0224 24,101325.2
2016 0225 25,101325.2
2016 0226 26,101325.2
2016 0227 27,101325.2
2016 0228 28,101325.2
2016 0229 29,101128.2
2016 0301 01,101325.2
2016 0302 02,101325.2
2016 0303 03,101325.2
2016 0304 04,101325.2
2016 0305 05,101325.2
2016 0306 06,101325.2
2016 0307 07,101325.2
2016 0308 08,101325.2
2016 0309 09,101325.2
2016 0310 10,101325.2
2016 0311 11,101325.2
2016 0312 12,101325.2
2016 0313 13,101325.2
2016 0314 14,101325.2
2016 0315 15,101325.2
2016 0316 16,101325.2
2016 0317 17,101325.2
2016 0318 18,101325.2
2016 0319 19,101325.2
2016 0320 20,101325.2
2016 0321 21,101325.2
2016 0322 22,101325.2
2016 0323 23,101325.2
2016 0324 24,101325.2
2016 0325 25,101325.2
2016 0326 26,101325.2
2016 0327 27,101325.2
2016 0328 28,101325.2
2016 0329 29,101325.2
2016 0330 30,101325.2
2016 0331 31,101325.2
2016 0401 01,99075.4
2016 0402 02,99075.4
2016 0403 03,99075.4
2016 0404 04,99075.4
2016 0405 05,99075.4
2016 0406 06,99075.4
2016 0407 07,99075.4
2016 0408 08,99075.4
2016 0409 09,99075.4
2016 0410 10,99075.4
2016 0411 11,99075.4
2016 0412 12,99075.4
2016 0413 13,99075.4
2016 0414 14,99075.4
2016 0415 15,99075.4
2016 0416 16,99075.4
2016 0417 17,99075.4
2016 0418 18,99075.4
2016 0419 19,99075.4
2016 0420 20,99075.4
2016 0421 21,99075.4
2016 0422 22,99075.4
2016 0423 23,99075.4
2016 0424 24,99075.4
2016 0425 25,99075.4
2016 0426 26,99075.4
2016 0427 27,99075.4
2016 0428 28,99075.4
2016 0429 29,99075.4
2016 0430 30,99075.4
2016 0501 01,99075.4
2016 0502 02,99075.4
2016 0503 03,99075.4
2016 0504 04,99075.4
2016 0505 05,99075.4
2016 0506 06,99075.4
2016 0507 07,99075.4
2016 0508 08,99075.4
2016 0509 09,99075.4
2016 0510 10,99075.4
2016 0511 11,99075.4
2016 0512 12,99075.4
2016 0513 13,99075.4
2016 0514 14,99075.4
2016 0515 15,99075.4
2016 0516 16,99075.4
2016 0517 17,99075.4
2016 0518 18,99075.4
2016 0519 19,99075.4
2016 0520 20,99075.4
2016 0521 21,99075.4
2016 0522 22,99075.4
2016 0523 23,99075.4
2016 0524 24,99075.4
2016 0525 25,99075.4
2016 0526 26,99075.4
2016 0527 27,99075.4
2016 0528 28,99075.4
2016 0529 29,99075.4
2016 0530 30,99075.4
2016 0531 31,99075.4
2016 0601 01,100042.9
2016 0602 02,100042.9
2016 0603 03,100042.9
2016 0604 04,100042.9
2016 0605 05,100042.9
2016 0606 06,100042.9
2016 0607 07,100042.9
2016 0608 08,100042.9
2016 0609 09,100042.9
2016 0610 10,100042.9
2016 0611 11,100042.9
2016 0612 12,100042.9
2016 0613 13,100042.9
2016 0614 14,100042.9
2016 0615 15,100042.9
2016 0616 16,100042.9
2016 0617 17,100042.9
2016 0618 18,100042.9
2016 0619 19,100042.9
2016 0620 20,100042.9
2016 0621 21,100042.9
2016 0622 22,100042.9
2016 0623 23,100042.9
2016 0624 24,100042.9
2016 0625 25,100042.9
2016 0626 26,100042.9
2016 0627 27,100042.9
2016 0628 28,100042.9
2016 0629 29,100042.9
2016 0630 30,100042.9
2016 0701 01,100042.9
2016 0702 02,100042.9
2016 0703 03,100042.9
2016 0704 04,100042.9
2016 0705 05,100042.9
2016 0706 06,100042.9
2016 0707 07,100042.9
2016 0708 08,100042.9
2016 0709 09,100042.9
2016 0710 10,100042.9
2016 0711 11,100042.9
2016 0712 12,100042.9
2016 0713 13,100042.9
2016 0714 14,100042.9
2016 0715 15,100042.9
2016 0716 16,100042.9
2016 0717 17,100042.9
2016 0718 18,100042.9
2016 0719 19,100042.9
2016 0720 20,100042.9
2016 0721 21,100042.9
2016 0722 22,100042.9
2016 0723 23,100042.9
2016 0724 24,100042.9
2016 0725 25,100042.9
2016 0726 26,100042.9
2016 0727 27,100042.9
2016 0728 28,100042.9
2016 0729 29,100042.9
2016 0730 30,100042.9
2016 0731 31,100042.9
2016 0801 01,100042.9
2016 0802 02,100042.9
2016 0803 03,100042.9
2016 0804 04,100042.9
2016 0805 05,100042.9
2016 0806 06,100042.9
2016 0807 07,100042.9
2016 0808 08,100042.9
2016 0809 09,100042.9
2016 0810 10,100042.9
2016 0811 11,100042.9
2016 0812 12,100042.9
2016 0813 13,100042.9
2016 0814 14,100042.9
2016 0815 15,100042.9
2016 0816 16,100042.9
2016 0817 17,100042.9
2016 0818 18,100042.9
2016 0819 19,100042.9
2016 0820 20,100042.9
2016 0821 21,100042.9
2016 0822 22,100042.9
2016 0823 23,100042.9
2016 0824 24,100042.9
2016 0825 25,100042.9
2016 0826 26,100042.9
2016 0827 27,100042.9
2016 0828 28,100042.9
2016 0829 29,100042.9
2016 0830 30,100042.9
2016 0831 31,100042.9
2016 0901 01,100042.9
2016 0902 02,100042.9
2016 0903 03,100042.9
2016 0904 04,100042.9
2016 0905 05,100042.9
2016 0906 06,100042.9
2016 0907 07,100042.9
2016 0908 08,100042.9
2016 0909 09,100042.9
2016 0910 10,100042.9
2016 0911 11,100042.9
2016 0912 12,100042.9
2016 0913 13,100042.9
2016 0914 14,100042.9
2016 0915 15,100042.9
2016 0916 16,100042.9
2016 0917 17,100042.9
2016 0918 18,100042.9
2016 0919 19,100042.9
2016 0920 20,100042.9
2016 0921 21,100042.9
2016 0922 22,100042.9
2016 0923 23,100042.9
2016 0924 24,100042.9
2016 0925 25,100042.9
2016 0926 26,100042.9
2016 0927 27,100042.9
2016 0928 28,100042.9
2016 0929 29,100042.9
2016 0930 30,100042.9
2016 1001 01,101814.1
2016 1002 02,101814.1
2016 1003 03,101814.1
2016 1004 04,101814.1
2016 1005 05,101814.1
2016 1006 06,101814.1
2016 1007 07,101814.1
2016 1008 08,101814.1
2016 1009 09,101814.1
2016 1010 10,101814.1
2016 1011 11,101814.1
2016 1012 12,101814.1
2016 1013 13,101814.1
2016 1014 14,101814.1
2016 1015 15,101814.1
2016 1016 16,101814.1
2016 1017 17,101814.1
2016 1018 18,101814.1
2016 1019 19,101814.1
2016 1020 20,101814.1
2016 1021 21,101814.1
2016 1022 22,101814.1
2016 1023 23,101814.1
2016 1024 24,101814.1
2016 1025 25,101814.1
2016 1026 26,101814.1
2016 1027 27,101814.1
2016 1028 28,101814.1
2016 1029 29,101814.1
2016 1030 30,101814.1
2016 1031 31,101814.1
2016 1101 01,101814.1
2016 1102 02,101814.1
2016 1103 03,101814.1
2016 1104 04,101814.1
2016 1105 05,101814.1
2016 1106 06,101814.1
2016 1107 07,101814.1
2016 1108 08,101814.1
2016 1109 09,101814.1
2016 1110 10,101814.1
2016 1111 11,101814.1
2016 1112 12,101814.1
2016 1113 13,101814.1
2016 1114 14,101814.1
2016 1115 15,101814.1
2016 1116 16,101814.1
2016 1117 17,101814.1
2016 1118 18,101814.1
2016 1119 19,101814.1
2016 1120 20,101814.1
2016 1121 21,101814.1
2016 1122 22,101814.1
2016 1123 23,101814.1
2016 1124 24,101814.1
2016 1125 25,101814.1
2016 1126 26,101814.1
2016 1127 27,101814.1
2016 1128 28,101814.1
2016 1129 29,101814.1
2016 1130 30,101814.1
2016 1201 01,101814.1
2016 1202 02,101814.1
2016 1203 03,101814.1
2016 1204 04,101814.1
2016 1205 05,101814.1
2016 1206 06,101814.1
2016 1207 07,101814.1
2016 1208 08,101814.1
2016 1209 09,101814.1
2016 1210 10,101814.1
2016 1211 11,101814.1
2016 1212 12,101814.1
2016 1213 13,101814.1
2016 1214 14,101814.1
2016 1215 15,101814.1
2016 1216 16,101814.1
2016 1217 17,101814.1
2016 1218 18,101814.1
2016 1219 19,101814.1
2016 1220 20,101814.1
2016 1221 21,101814.1
2016 1222 22,101814.1
2016 1223 23,101814.1
2016 1224 24,101814.1
2016 1225 25,101814.1
2016 1226 26,101814.1
2016 1227 27,101814.1
2016 1228 28,101814.1
2016 1229 29,101814.1
2016 1230 30,101814.1
2016 1231 31,101814.1
2017 0101 01,101849.1
2017 0102 02,101849.1
2017 0103 03,101849.1
2017 0104 04,101849.1
2017 0105 05,101849.1
2017 0106 06,101849.1
2017 0107 07,101849.1
2017 0108 08,101849.1
2017 0109 09,101849.1
2017 0110 10,101849.1
2017 0111 11,101849.1
2017 0112 12,101849.1
2017 0113 13,101849.1
2017 0114 14,101849.1
2017 0115 15,101849.1
2017 0116 16,101849.1
2017 0117 17,101849.1
2017 0118 18,101849.1
2017 0119 19,101849.1
2017 0120 20,101849.1
2017 0121 21,101849.1
2017 0122 22,101849.1
2017 0123 23,101849.1
2017 0124 24,101849.1
2017 0125 25,101849.1
2017 0126 26,101849.1
2017 0127 27,101849.1
2017 0128 28,101849.1
2017 0129 29,101849.1
2017 0130 30,101849.1
2017 0131 31,101849.1
2017 0201 01,101849.1
2017 0202 02,101849.1
2017 0203 03,101849.1
2017 0204 04,100882.1
2017 0205 05,100882.1
2017 0206 06,101849.1
2017 0207 07,101849.1
2017 0208 08,101849.1
2017 0209 09,101849.1
2017 0210 10,101849.1
2017 0211 11,101849.1
2017 0212 12,101849.1
2017 0213 13,101849.1
2017 0214 14,101849.1
2017 0215 15,101849.1
2017 0216 16,101849.1
2017 0217 17,101849.1
2017 0218 18,101849.1
2017 0219 19,101849.1
2017 0220 20,101849.1
2017 0221 21,101849.1
2017 0222 22,101849.1
2017 0223 23,101849.1
2017 0224 24,101849.1
2017 0225 25,101849.1
2017 0226 26,101849.1
2017 0227 27,101849.1
2017 0228 28,101849.1
2017 0301 01,101849.1
2017 0302 02,101849.1
2017 0303 03,101849.1
2017 0304 04,101849.1
2017 0305 05,101849.1
2017 0306 06,101849.1
2017 0307 07,101849.1
2017 0308 08,101849.1
2017 0309 09,101849.1
2017 0310 10,101849.1
2017 0311 11,101849.1
2017 0312 12,101849.1
2017 0313 13,101849.1
2017 0314 14,101849.1
2017 0315 15,101849.1
2017 0316 16,101849.1
2017 0317 17,101849.1
2017 0318 18,101849.1
2017 0319 19,101849.1
2017 0320 20,101849.1
2017 0321 21,101849.1
2017 0322 22,101849.1
2017 0323 23,101849.1
2017 0324 24,101849.1
2017 0325 25,101849.1
2017 0326 26,101849.1
2017 0327 27,101849.1
2017 0328 28,101849.1
2017 0329 29,101849.1
2017 0330 30,101849.1
2017 0331 31,101849.1
2017 0401 01,99609.9
2017 0402 02,99609.9
2017 0403 03,99609.9
2017 0404 04,99609.9
2017 0405 05,99609.9
2017 0406 06,99609.9
2017 0407 07,99609.9
2017 0408 08,99609.9
2017 0409 09,99609.9
2017 0410 10,99609.9
2017 0411 11,99609.9
2017 0412 12,99609.9
2017 0413 13,99609.9
2017 0414 14,99609.9
2017 0415 15,99609.9
2017 0416 16,99609.9
2017 0417 17,99609.9
2017 0418 18,99609.9
2017 0419 19,99609.9
2017 0420 20,99609.9
2017 0421 21,99609.9
2017 0422 22,99609.9
2017 0423 23,99609.9
2017 0424 24,99609.9
2017 0425 25,99609.9
2017 0426 26,99609.9
2017 0427 27,99609.9
2017 0428 28,99609.9
2017 0429 29,99609.9
2017 0430 30,99609.9
2017 0501 01,99609.9
2017 0502 02,99609.9
2017 0503 03,99609.9
2017 0504 04,99609.9
2017 0505 05,99609.9
2017 0506 06,99609.9
2017 0507 07,99609.9
2017 0508 08,99609.9
2017 0509 09,99609.9
2017 0510 10,99609.9
2017 0511 11,99609.9
2017 0512 12,99609.9
2017 0513 13,99609.9
2017 0514 14,99609.9
2017 0515 15,99609.9
2017 0516 16,99609.9
2017 0517 17,99609.9
2017 0518 18,99609.9
2017 0519 19,99609.9
2017 0520 20,99609.9
2017 0521 21,99609.9
2017 0522 22,99609.9
2017 0523 23,99609.9
2017 0524 24,99609.9
2017 0525 25,99609.9
2017 0526 26,99609.9
2017 0527 27,99609.9
2017 0528 28,99609.9
2017 0529 29,99609.9
2017 0530 30,99609.9
2017 0531 31,99609.9
2017 0601 01,99609.9
2017 0602 02,99609.9
2017 0603 03,99609.9
2017 0604 04,99609.9
2017 0605 05,99609.9
2017 0606 06,99609.9
2017 0607 07,99609.9
2017 0608 08,99609.9
2017 0609 09,99609.9
2017 0610 10,99609.9
2017 0611 11,99609.9
2017 0612 12,99609.9
2017 0613 13,99609.9
2017 0614 14,99609.9
2017 0615 15,99609.9
2017 0616 16,99609.9
2017 0617 17,98642.4
2017 0618 18,98642.4
2017 0619 19,99609.9
2017 0620 20,99609.9
2017 0621 21,99609.9
2017 0622 22,99609.9
2017 0623 23,99609.9
2017 0624 24,99609.9
2017 0625 25,99609.9
2017 0626 26,99609.9
2017 0627 27,99609.9
2017 0628 28,99609.9
2017 0629 29,99609.9
2017 0630 30,99609.9
2017 0701 01,98661.4
2017 0702 02,98661.4
2017 0703 03,98661.4
2017 0704 04,99628.9
2017 0705 05,99628.9
2017 0706 06,98661.4
2017 0707 07,98661.4
2017 0708 08,98661.4
2017 0709 09,98661.4
2017 0710 10,98661.4
2017 0711 11,99628.9
2017 0712 12,99628.9
2017 0713 13,99628.9
2017 0714 14,99628.9
2017 0715 15,98661.4
2017 0716 16,98661.4
2017 0717 17,99628.9
2017 0718 18,99628.9
2017 0719 19,99628.9
2017 0720 20,99628.9
2017 0721 21,99628.9
2017 0722 22,98661.4
2017 0723 23,98661.4
2017 0724 24,99628.9
2017 0725 25,99628.9
2017 0726 26,99628.9
2017 0727 27,99628.9
2017 0728 28,99628.9
2017 0729 29,98661.4
2017 0730 30,98661.4
2017 0731 31,99628.9
2017 0801 01,99628.9
2017 0802 02,99628.9
2017 0803 03,99628.9
2017 0804 04,98661.4
2017 0805 05,98661.4
2017 0806 06,98661.4
2017 0807 07,98661.4
2017 0808 08,99628.9
2017 0809 09,99628.9
2017 0810 10,99628.9
2017 0811 11,98661.4
2017 0812 12,98661.4
2017 0813 13,98661.4
2017 0814 14,99628.9
2017 0815 15,99628.9
2017 0816 16,99628.9
2017 0817 17,99628.9
2017 0818 18,99628.9
2017 0819 19,98661.4
2017 0820 20,98661.4
2017 0821 21,99628.9
2017 0822 22,99628.9
2017 0823 23,99628.9
2017 0824 24,99628.9
2017 0825 25,99628.9
2017 0826 26,98661.4
2017 0827 27,98661.4
2017 0828 28,99628.9
2017 0829 29,99628.9
2017 0830 30,99628.9
2017 0831 31,99628.9
2017 0901 01,99628.9
2017 0902 02,98661.4
2017 0903 03,98661.4
2017 0904 04,99628.9
2017 0905 05,99628.9
2017 0906 06,99628.9
2017 0907 07,99628.9
2017 0908 08,99628.9
2017 0909 09,98661.4
2017 0910 10,98661.4
2017 0911 11,98661.4
2017 0912 12,99628.9
2017 0913 13,99628.9
2017 0914 14,99628.9
2017 0915 15,99628.9
2017 0916 16,98661.4
2017 0917 17,98661.4
2017 0918 18,99628.9
2017 0919 19,99628.9
2017 0920 20,99628.9
2017 0921 21,99628.9
2017 0922 22,99628.9
2017 0923 23,98661.4
2017 0924 24,98661.4
2017 0925 25,99628.9
2017 0926 26,99628.9
2017 0927 27,99628.9
2017 0928 28,99628.9
2017 0929 29,98661.4
2017 0930 30,98661.4
2017 1001 01,100901.1
2017 1002 02,101868.1
2017 1003 03,101868.1
2017 1004 04,101868.1
2017 1005 05,101868.1
2017 1006 06,101868.1
2017 1007 07,100901.1
2017 1008 08,100901.1
2017 1009 09,101868.1
2017 1010 10,101868.1
2017 1011 11,101868.1
2017 1012 12,101868.1
2017 1013 13,100901.1
2017 1014 14,100901.1
2017 1015 15,100901.1
2017 1016 16,101868.1
2017 1017 17,101868.1
2017 1018 18,101868.1
2017 1019 19,101868.1
2017 1020 20,101868.1
2017 1021 21,100901.1
2017 1022 22,100901.1
2017 1023 23,101868.1
2017 1024 24,101868.1
2017 1025 25,101868.1
2017 1026 26,100901.1
2017 1027 27,100901.1
2017 1028 28,100901.1
2017 1029 29,100901.1
2017 1030 30,101868.1
2017 1031 31,101868.1
2017 1101 01,101868.1
2017 1102 02,101868.1
2017 1103 03,101868.1
2017 1104 04,100901.1
2017 1105 05,100901.1
2017 1106 06,101868.1
2017 1107 07,101868.1
2017 1108 08,101868.1
2017 1109 09,101868.1
2017 1110 10,101868.1
2017 1111 11,100901.1
2017 1112 12,100901.1
2017 1113 13,101868.1
2017 1114 14,101868.1
2017 1115 15,101868.1
2017 1116 16,101868.1
2017 1117 17,101868.1
2017 1118 18,100901.1
2017 1119 19,100901.1
2017 1120 20,100901.1
2017 1121 21,101868.1
2017 1122 22,101868.1
2017 1123 23,101868.1
2017 1124 24,101868.1
2017 1125 25,100901.1
2017 1126 26,100901.1
2017 1127 27,100901.1
2017 1128 28,101868.1
2017 1129 29,101868.1
2017 1130 30,101868.1
2017 1201 01,101868.1
2017 1202 02,100901.1
2017 1203 03,100901.1
2017 1204 04,100901.1
2017 1205 05,101868.1
2017 1206 06,101868.1
2017 1207 07,101868.1
2017 1208 08,100901.1
2017 1209 09,100901.1
2017 1210 10,100901.1
2017 1211 11,101868.1
2017 1212 12,101868.1
2017 1213 13,101868.1
2017 1214 14,101868.1
2017 1215 15,101868.1
2017 1216 16,100901.1
2017 1217 17,100901.1
2017 1218 18,100901.1
2017 1219 19,101868.1
2017 1220 20,101868.1
2017 1221 21,101868.1
2017 1222 22,101868.1
2017 1223 23,100901.1
2017 1224 24,100901.1
2017 1225 25,101868.1
2017 1226 26,101868.1
2017 1227 27,101868.1
2017 1228 28,101868.1
2017 1229 29,101868.1
2017 1230 30,100901.1
2017 1231 31,100901.1
2018 0101 01,102016.8
2018 0102 02,102016.8
2018 0103 03,102016.8
2018 0104 04,102016.8
2018 0105 05,102016.8
2018 0106 06,102016.8
2018 0107 07,102016.8
2018 0108 08,102016.8
2018 0109 09,102016.8
2018 0110 10,102016.8
2018 0111 11,102016.8
2018 0112 12,102016.8
2018 0113 13,102016.8
2018 0114 14,102016.8
2018 0115 15,102016.8
2018 0116 16,102016.8
2018 0117 17,102016.8
2018 0118 18,102016.8
2018 0119 19,102016.8
2018 0120 20,102016.8
2018 0121 21,102016.8
2018 0122 22,102016.8
2018 0123 23,102016.8
2018 0124 24,102016.8
2018 0125 25,102016.8
2018 0126 26,102016.8
2018 0127 27,102016.8
2018 0128 28,102016.8
2018 0129 29,102016.8
2018 0130 30,102016.8
2018 0131 31,102016.8
2018 0201 01,102016.8
2018 0202 02,102016.8
2018 0203 03,102016.8
2018 0204 04,102016.8
2018 0205 05,102016.8
2018 0206 06,102016.8
2018 0207 07,102016.8
2018 0208 08,102016.8
2018 0209 09,102016.8
2018 0210 10,102016.8
2018 0211 11,102016.8
2018 0212 12,102016.8
2018 0213 13,102016.8
2018 0214 14,102016.8
2018 0215 15,102016.8
2018 0216 16,102016.8
2018 0217 17,102016.8
2018 0218 18,102016.8
2018 0219 19,102016.8
2018 0220 20,102016.8
2018 0221 21,102016.8
2018 0222 22,102016.8
2018 0223 23,102016.8
2018 0224 24,102016.8
2018 0225 25,102016.8
2018 0226 26,102016.8
2018 0227 27,102016.8
2018 0228 28,102016.8
2018 0301 01,102016.8
2018 0302 02,102016.8
2018 0303 03,102016.8
2018 0304 04,102016.8
2018 0305 05,102016.8
2018 0306 06,102016.8
2018 0307 07,102016.8
2018 0308 08,102016.8
2018 0309 09,102016.8
2018 0310 10,102016.8
2018 0311 11,102016.8
2018 0312 12,102016.8
2018 0313 13,102016.8
2018 0314 14,102016.8
2018 0315 15,102016.8
2018 0316 16,102016.8
2018 0317 17,102016.8
2018 0318 18,102016.8
2018 0319 19,102016.8
2018 0320 20,102016.8
2018 0321 21,102016.8
2018 0322 22,102016.8
2018 0323 23,102016.8
2018 0324 24,102016.8
2018 0325 25,102016.8
2018 0326 26,102016.8
2018 0327 27,102016.8
2018 0328 28,102016.8
2018 0329 29,102016.8
2018 0330 30,102016.8
2018 0331 31,102016.8
2018 0401 01,99730.6
2018 0402 02,99730.6
2018 0403 03,99730.6
2018 0404 04,99730.6
2018 0405 05,99730.6
2018 0406 06,99730.6
2018 0407 07,99730.6
2018 0408 08,99730.6
2018 0409 09,99730.6
2018 0410 10,99730.6
2018 0411 11,99730.6
2018 0412 12,99730.6
2018 0413 13,99730.6
2018 0414 14,99730.6
2018 0415 15,99730.6
2018 0416 16,99730.6
2018 0417 17,99730.6
2018 0418 18,99730.6
2018 0419 19,99730.6
2018 0420 20,99730.6
2018 0421 21,99730.6
2018 0422 22,99730.6
2018 0423 23,99730.6
2018 0424 24,99730.6
2018 0425 25,99730.6
2018 0426 26,99730.6
2018 0427 27,99730.6
2018 0428 28,99730.6
2018 0429 29,99730.6
2018 0430 30,99730.6
2018 0501 01,99730.6
2018 0502 02,99730.6
2018 0503 03,99730.6
2018 0504 04,99730.6
2018 0505 05,99730.6
2018 0506 06,99730.6
2018 0507 07,99730.6
2018 0508 08,99730.6
2018 0509 09,99730.6
2018 0510 10,99730.6
2018 0511 11,99730.6
2018 0512 12,99730.6
2018 0513 13,99730.6
2018 0514 14,99730.6
2018 0515 15,99730.6
2018 0516 16,99730.6
2018 0517 17,99730.6
2018 0518 18,99730.6
2018 0519 19,99730.6
2018 0520 20,99730.6
2018 0521 21,99730.6
2018 0522 22,99730.6
2018 0523 23,99730.6
2018 0524 24,99730.6
2018 0525 25,99730.6
2018 0526 26,99730.6
2018 0527 27,99730.6
2018 0528 28,99730.6
2018 0529 29,99730.6
2018 0530 30,99730.6
2018 0531 31,99730.6
2018 0601 01,98763.1
2018 0602 02,99730.6
2018 0603 03,99730.6
2018 0604 04,99730.6
2018 0605 05,99730.6
2018 0606 06,99730.6
2018 0607 07,99730.6
2018 0608 08,99730.6
2018 0609 09,99730.6
2018 0610 10,99730.6
2018 0611 11,99730.6
2018 0612 12,99730.6
2018 0613 13,99730.6
2018 0614 14,99730.6
2018 0615 15,99730.6
2018 0616 16,99730.6
2018 0617 17,99730.6
2018 0618 18,99730.6
2018 0619 19,99730.6
2018 0620 20,99730.6
2018 0621 21,99730.6
2018 0622 22,99730.6
2018 0623 23,99730.6
2018 0624 24,99730.6
2018 0625 25,99730.6
2018 0626 26,99730.6
2018 0627 27,99730.6
2018 0628 28,99730.6
2018 0629 29,99730.6
2018 0630 30,99730.6
2018 0701 01,99730.6
2018 0702 02,99730.6
2018 0703 03,99730.6
2018 0704 04,99730.6
2018 0705 05,99730.6
2018 0706 06,99730.6
2018 0707 07,99730.6
2018 0708 08,99730.6
2018 0709 09,99730.6
2018 0710 10,99730.6
2018 0711 11,99730.6
2018 0712 12,99730.6
2018 0713 13,99730.6
2018 0714 14,99730.6
2018 0715 15,99730.6
2018 0716 16,99730.6
2018 0717 17,99730.6
2018 0718 18,99730.6
2018 0719 19,99730.6
2018 0720 20,99730.6
2018 0721 21,99730.6
2018 0722 22,99730.6
2018 0723 23,99730.6
2018 0724 24,99730.6
2018 0725 25,99730.6
2018 0726 26,99730.6
2018 0727 27,99730.6
2018 0728 28,99730.6
2018 0729 29,99730.6
2018 0730 30,99730.6
2018 0731 31,99730.6
2018 0801 01,99730.6
2018 0802 02,99730.6
2018 0803 03,99730.6
2018 0804 04,99730.6
2018 0805 05,99730.6
2018 0806 06,99730.6
2018 0807 07,99730.6
2018 0808 08,99730.6
2018 0809 09,99730.6
2018 0810 10,99730.6
2018 0811 11,99730.6
2018 0812 12,99730.6
2018 0813 13,99730.6
2018 0814 14,99730.6
2018 0815 15,99730.6
2018 0816 16,99730.6
2018 0817 17,99730.6
2018 0818 18,99730.6
2018 0819 19,99730.6
2018 0820 20,99730.6
2018 0821 21,99730.6
2018 0822 22,99730.6
2018 0823 23,99730.6
2018 0824 24,99730.6
2018 0825 25,99730.6
2018 0826 26,99730.6
2018 0827 27,99730.6
2018 0828 28,99730.6
2018 0829 29,99730.6
2018 0830 30,99730.6
2018 0831 31,99730.6
2018 0901 01,99277.9
2018 0902 02,99277.9
2018 0903 03,99277.9
2018 0904 04,99277.9
2018 0905 05,99277.9
2018 0906 06,99277.9
2018 0907 07,99277.9
2018 0908 08,99277.9
2018 0909 09,99277.9
2018 0910 10,99277.9
2018 0911 11,99277.9
2018 0912 12,99277.9
2018 0913 13,99277.9
2018 0914 14,99277.9
2018 0915 15,99277.9
2018 0916 16,99277.9
2018 0917 17,99277.9
2018 0918 18,99277.9
2018 0919 19,99277.9
2018 0920 20,99277.9
2018 0921 21,99277.9
2018 0922 22,99277.9
2018 0923 23,99277.9
2018 0924 24,99277.9
2018 0925 25,99277.9
2018 0926 26,99277.9
2018 0927 27,99277.9
2018 0928 28,99277.9
2018 0929 29,99277.9
2018 0930 30,99277.9
2018 1001 01,101534.8
2018 1002 02,101534.8
2018 1003 03,101534.8
2018 1004 04,101534.8
2018 1005 05,101534.8
2018 1006 06,101534.8
2018 1007 07,101534.8
